,index,State,Area,Year,UnemploymentRate,Change,Region,LHS,HS,SC,BD,Pop_Est,Int_Mig_Rate,Dom_Mig_Rate,MedianIncome
20957,20957,NY,Rensselaer County,2011,7.6,-0.2,Northeast,,,,,159645.0,1.9,-1.5,
20958,20958,NY,Rensselaer County,2012,7.7,0.1,Northeast,8.7,28.6,33.4,29.3,159564.0,2.3,-4.1,
20959,20959,NY,Rensselaer County,2013,6.7,-1.0,Northeast,8.7,28.6,33.4,29.3,159752.0,2.0,-1.5,
20960,20960,NY,Rensselaer County,2014,5.4,-1.3,Northeast,8.7,28.6,33.4,29.3,159938.0,2.2,-2.5,
20961,20961,NY,Rensselaer County,2015,5.0,-0.4,Northeast,8.7,28.6,33.4,29.3,159850.0,2.3,-3.6,
20962,20962,NY,Rensselaer County,2016,4.3,-0.7,Northeast,8.7,28.6,33.4,29.3,159736.0,2.4,-3.8,
20963,20963,NY,Rensselaer County,2017,4.5,0.2,Northeast,,,,,159722.0,2.3,-2.6,
20964,20964,NY,Richmond County,2007,4.6,,Northeast,,,,,,,,
20965,20965,NY,Richmond County,2008,5.1,0.5,Northeast,,,,,,,,
20966,20966,NY,Richmond County,2009,8.2,3.1,Northeast,,,,,,,,
20967,20967,NY,Richmond County,2010,9.4,1.2,Northeast,,,,,,,,
20968,20968,NY,Richmond County,2011,9.2,-0.2,Northeast,,,,,471564.0,2.7,-3.9,
20969,20969,NY,Richmond County,2012,9.5,0.3,Northeast,11.1,31.4,26.1,31.4,471593.0,2.8,-7.5,
20970,20970,NY,Richmond County,2013,9.0,-0.5,Northeast,11.1,31.4,26.1,31.4,473422.0,2.8,-2.5,
20971,20971,NY,Richmond County,2014,7.4,-1.6,Northeast,11.1,31.4,26.1,31.4,474166.0,2.9,-5.1,
20972,20972,NY,Richmond County,2015,6.0,-1.4,Northeast,11.1,31.4,26.1,31.4,475313.0,3.2,-4.2,
20973,20973,NY,Richmond County,2016,5.2,-0.8,Northeast,11.1,31.4,26.1,31.4,477383.0,3.1,-2.1,
20974,20974,NY,Richmond County,2017,4.6,-0.6,Northeast,,,,,479458.0,3.1,-1.6,
20975,20975,NY,Rockland County,2007,3.9,,Northeast,,,,,,,,
20976,20976,NY,Rockland County,2008,4.8,0.9,Northeast,,,,,,,,
20977,20977,NY,Rockland County,2009,6.9,2.1,Northeast,,,,,,,,
20978,20978,NY,Rockland County,2010,7.5,0.6,Northeast,,,,,,,,
20979,20979,NY,Rockland County,2011,7.1,-0.4,Northeast,,,,,315904.0,5.0,-2.5,
20980,20980,NY,Rockland County,2012,7.3,0.2,Northeast,12.7,22.4,24.4,40.4,318065.0,4.8,-6.4,
20981,20981,NY,Rockland County,2013,6.3,-1.0,Northeast,12.7,22.4,24.4,40.4,320664.0,4.2,-3.8,
20982,20982,NY,Rockland County,2014,5.2,-1.1,Northeast,12.7,22.4,24.4,40.4,323072.0,4.2,-5.8,
20983,20983,NY,Rockland County,2015,5.0,-0.2,Northeast,12.7,22.4,24.4,40.4,325655.0,4.7,-6.9,
20984,20984,NY,Rockland County,2016,4.2,-0.8,Northeast,12.7,22.4,24.4,40.4,326875.0,4.8,-10.3,
20985,20985,NY,Rockland County,2017,4.4,0.2,Northeast,,,,,328868.0,4.7,-7.3,
20986,20986,NY,St. Lawrence County,2007,5.8,,Northeast,,,,,,,,
20987,20987,NY,St. Lawrence County,2008,7.1,1.3,Northeast,,,,,,,,
20988,20988,NY,St. Lawrence County,2009,9.8,2.7,Northeast,,,,,,,,
20989,20989,NY,St. Lawrence County,2010,10.3,0.5,Northeast,,,,,,,,
20990,20990,NY,St. Lawrence County,2011,10.4,0.1,Northeast,,,,,112316.0,1.5,0.7,
20991,20991,NY,St. Lawrence County,2012,10.2,-0.2,Northeast,11.9,36.0,29.3,22.8,112444.0,1.9,-2.3,
20992,20992,NY,St. Lawrence County,2013,9.1,-1.1,Northeast,11.9,36.0,29.3,22.8,112067.0,1.6,-7.3,
20993,20993,NY,St. Lawrence County,2014,7.7,-1.4,Northeast,11.9,36.0,29.3,22.8,111601.0,1.6,-8.1,
20994,20994,NY,St. Lawrence County,2015,7.0,-0.7,Northeast,11.9,36.0,29.3,22.8,110803.0,1.8,-11.0,
20995,20995,NY,St. Lawrence County,2016,6.6,-0.4,Northeast,11.9,36.0,29.3,22.8,109989.0,1.7,-10.6,
20996,20996,NY,St. Lawrence County,2017,6.8,0.2,Northeast,,,,,109623.0,1.7,-5.6,
20997,20997,NY,Saratoga County,2007,3.7,,Northeast,,,,,,,,
20998,20998,NY,Saratoga County,2008,4.6,0.9,Northeast,,,,,,,,
20999,20999,NY,Saratoga County,2009,6.3,1.7,Northeast,,,,,,,,
21000,21000,NY,Saratoga County,2010,6.9,0.6,Northeast,,,,,,,,
21001,21001,NY,Saratoga County,2011,6.7,-0.2,Northeast,,,,,221151.0,1.1,1.5,
21002,21002,NY,Saratoga County,2012,6.8,0.1,Northeast,6.0,25.4,29.0,39.7,222586.0,2.1,2.0,
21003,21003,NY,Saratoga County,2013,5.8,-1.0,Northeast,6.0,25.4,29.0,39.7,224308.0,2.0,3.4,
21004,21004,NY,Saratoga County,2014,4.7,-1.1,Northeast,6.0,25.4,29.0,39.7,224872.0,2.0,-1.9,
21005,21005,NY,Saratoga County,2015,4.0,-0.7,Northeast,6.0,25.4,29.0,39.7,226551.0,2.3,3.1,
21006,21006,NY,Saratoga County,2016,3.8,-0.2,Northeast,6.0,25.4,29.0,39.7,227560.0,2.1,1.3,
21007,21007,NY,Saratoga County,2017,4.0,0.2,Northeast,,,,,229869.0,1.7,7.4,
21008,21008,NY,Schenectady County,2007,4.1,,Northeast,,,,,,,,
21009,21009,NY,Schenectady County,2008,5.1,1.0,Northeast,,,,,,,,
21010,21010,NY,Schenectady County,2009,7.3,2.2,Northeast,,,,,,,,
21011,21011,NY,Schenectady County,2010,7.6,0.3,Northeast,,,,,,,,
21012,21012,NY,Schenectady County,2011,7.5,-0.1,Northeast,,,,,154940.0,2.3,-3.8,
21013,21013,NY,Schenectady County,2012,7.7,0.2,Northeast,9.8,29.7,30.0,30.6,155168.0,2.5,-3.1,
21014,21014,NY,Schenectady County,2013,6.7,-1.0,Northeast,9.8,29.7,30.0,30.6,155228.0,2.7,-4.0,
21015,21015,NY,Schenectady County,2014,5.4,-1.3,Northeast,9.8,29.7,30.0,30.6,155340.0,2.8,-3.7,
21016,21016,NY,Schenectady County,2015,5.0,-0.4,Northeast,9.8,29.7,30.0,30.6,155089.0,3.0,-5.6,
21017,21017,NY,Schenectady County,2016,4.3,-0.7,Northeast,9.8,29.7,30.0,30.6,154972.0,3.1,-6.3,
21018,21018,NY,Schenectady County,2017,4.5,0.2,Northeast,,,,,155565.0,3.1,-1.3,
21019,21019,NY,Schoharie County,2007,5.8,,Northeast,,,,,,,,
21020,21020,NY,Schoharie County,2008,6.9,1.1,Northeast,,,,,,,,
21021,21021,NY,Schoharie County,2009,8.9,2.0,Northeast,,,,,,,,
21022,21022,NY,Schoharie County,2010,8.9,0.0,Northeast,,,,,,,,
21023,21023,NY,Schoharie County,2011,9.0,0.1,Northeast,,,,,32634.0,0.5,-3.6,
21024,21024,NY,Schoharie County,2012,9.2,0.2,Northeast,11.5,38.0,30.0,20.5,32062.0,0.9,-19.5,
21025,21025,NY,Schoharie County,2013,8.1,-1.1,Northeast,11.5,38.0,30.0,20.5,31926.0,0.3,-3.8,
21026,21026,NY,Schoharie County,2014,6.7,-1.4,Northeast,11.5,38.0,30.0,20.5,31795.0,0.3,-3.7,
21027,21027,NY,Schoharie County,2015,6.0,-0.7,Northeast,11.5,38.0,30.0,20.5,31463.0,0.3,-8.8,
21028,21028,NY,Schoharie County,2016,5.4,-0.6,Northeast,11.5,38.0,30.0,20.5,31453.0,0.3,1.0,
21029,21029,NY,Schoharie County,2017,5.5,0.1,Northeast,,,,,31420.0,0.3,0.4,
21030,21030,NY,Schuyler County,2007,5.0,,Northeast,,,,,,,,
21031,21031,NY,Schuyler County,2008,5.8,0.8,Northeast,,,,,,,,
21032,21032,NY,Schuyler County,2009,8.3,2.5,Northeast,,,,,,,,
21033,21033,NY,Schuyler County,2010,9.1,0.8,Northeast,,,,,,,,
21034,21034,NY,Schuyler County,2011,8.8,-0.3,Northeast,,,,,18399.0,0.3,6.4,
21035,21035,NY,Schuyler County,2012,9.4,0.6,Northeast,10.0,39.9,29.3,20.8,18483.0,0.8,3.9,
21036,21036,NY,Schuyler County,2013,8.8,-0.6,Northeast,10.0,39.9,29.3,20.8,18374.0,0.5,-5.1,
21037,21037,NY,Schuyler County,2014,7.0,-1.8,Northeast,10.0,39.9,29.3,20.8,18170.0,0.7,-10.3,
21038,21038,NY,Schuyler County,2015,7.0,0.0,Northeast,10.0,39.9,29.3,20.8,18020.0,0.7,-8.1,
21039,21039,NY,Schuyler County,2016,6.0,-1.0,Northeast,10.0,39.9,29.3,20.8,17998.0,0.6,-2.9,
21040,21040,NY,Schuyler County,2017,5.9,-0.1,Northeast,,,,,18000.0,0.6,-0.3,
21041,21041,NY,Seneca County,2007,4.4,,Northeast,,,,,,,,
21042,21042,NY,Seneca County,2008,5.5,1.1,Northeast,,,,,,,,
21043,21043,NY,Seneca County,2009,7.6,2.1,Northeast,,,,,,,,
21044,21044,NY,Seneca County,2010,8.2,0.6,Northeast,,,,,,,,
21045,21045,NY,Seneca County,2011,7.9,-0.3,Northeast,,,,,35318.0,0.3,-0.1,
21046,21046,NY,Seneca County,2012,8.0,0.1,Northeast,14.5,35.6,29.9,20.0,35347.0,0.5,-1.0,
21047,21047,NY,Seneca County,2013,6.9,-1.1,Northeast,14.5,35.6,29.9,20.0,35236.0,0.3,-4.2,
21048,21048,NY,Seneca County,2014,5.6,-1.3,Northeast,14.5,35.6,29.9,20.0,34890.0,0.4,-12.5,
21049,21049,NY,Seneca County,2015,5.0,-0.6,Northeast,14.5,35.6,29.9,20.0,34811.0,0.5,-2.8,
21050,21050,NY,Seneca County,2016,4.8,-0.2,Northeast,14.5,35.6,29.9,20.0,34781.0,0.6,-2.0,
21051,21051,NY,Seneca County,2017,4.6,-0.2,Northeast,,,,,34498.0,0.6,-9.9,
21052,21052,NY,Steuben County,2007,5.2,,Northeast,,,,,,,,
21053,21053,NY,Steuben County,2008,6.1,0.9,Northeast,,,,,,,,
21054,21054,NY,Steuben County,2009,9.6,3.5,Northeast,,,,,,,,
21055,21055,NY,Steuben County,2010,9.6,0.0,Northeast,,,,,,,,
21056,21056,NY,Steuben County,2011,9.1,-0.5,Northeast,,,,,99156.0,0.7,-0.6,
21057,21057,NY,Steuben County,2012,9.3,0.2,Northeast,10.4,37.3,30.0,22.3,98948.0,0.5,-4.0,
21058,21058,NY,Steuben County,2013,8.4,-0.9,Northeast,10.4,37.3,30.0,22.3,98881.0,0.5,-2.8,
21059,21059,NY,Steuben County,2014,6.9,-1.5,Northeast,10.4,37.3,30.0,22.3,98208.0,0.5,-7.9,
21060,21060,NY,Steuben County,2015,6.0,-0.9,Northeast,10.4,37.3,30.0,22.3,97495.0,0.6,-8.8,
21061,21061,NY,Steuben County,2016,5.8,-0.2,Northeast,10.4,37.3,30.0,22.3,96830.0,0.6,-7.9,
21062,21062,NY,Steuben County,2017,5.8,0.0,Northeast,,,,,96281.0,0.6,-6.6,
21063,21063,NY,Suffolk County,2007,3.9,,Northeast,,,,,,,,
21064,21064,NY,Suffolk County,2008,5.0,1.1,Northeast,,,,,,,,
21065,21065,NY,Suffolk County,2009,7.3,2.3,Northeast,,,,,,,,
21066,21066,NY,Suffolk County,2010,7.7,0.4,Northeast,,,,,,,,
21067,21067,NY,Suffolk County,2011,7.6,-0.1,Northeast,,,,,1500074.0,3.0,-2.6,
21068,21068,NY,Suffolk County,2012,7.8,0.2,Northeast,10.0,28.9,26.8,34.4,1499272.0,2.9,-6.6,
21069,21069,NY,Suffolk County,2013,6.6,-1.2,Northeast,10.0,28.9,26.8,34.4,1501103.0,2.8,-4.0,
21070,21070,NY,Suffolk County,2014,5.4,-1.2,Northeast,10.0,28.9,26.8,34.4,1500638.0,2.9,-5.8,
21071,21071,NY,Suffolk County,2015,5.0,-0.4,Northeast,10.0,28.9,26.8,34.4,1498947.0,3.2,-6.9,
21072,21072,NY,Suffolk County,2016,4.4,-0.6,Northeast,10.0,28.9,26.8,34.4,1494334.0,3.3,-8.5,
21073,21073,NY,Suffolk County,2017,4.5,0.1,Northeast,,,,,1492953.0,3.3,-6.0,
21074,21074,NY,Sullivan County,2007,5.2,,Northeast,,,,,,,,
21075,21075,NY,Sullivan County,2008,6.5,1.3,Northeast,,,,,,,,
21076,21076,NY,Sullivan County,2009,8.7,2.2,Northeast,,,,,,,,
21077,21077,NY,Sullivan County,2010,8.9,0.2,Northeast,,,,,,,,
21078,21078,NY,Sullivan County,2011,8.9,0.0,Northeast,,,,,77109.0,2.4,-9.0,
21079,21079,NY,Sullivan County,2012,9.1,0.2,Northeast,13.8,33.4,30.5,22.4,77015.0,2.3,-4.9,
21080,21080,NY,Sullivan County,2013,8.1,-1.0,Northeast,13.8,33.4,30.5,22.4,77073.0,2.7,-4.2,
21081,21081,NY,Sullivan County,2014,6.6,-1.5,Northeast,13.8,33.4,30.5,22.4,75852.0,3.1,-20.2,
21082,21082,NY,Sullivan County,2015,5.0,-1.6,Northeast,13.8,33.4,30.5,22.4,75136.0,3.2,-14.2,
21083,21083,NY,Sullivan County,2016,4.8,-0.2,Northeast,13.8,33.4,30.5,22.4,75370.0,3.4,-1.6,
21084,21084,NY,Sullivan County,2017,4.9,0.1,Northeast,,,,,75485.0,3.3,-2.3,
21085,21085,NY,Tioga County,2007,4.7,,Northeast,,,,,,,,
21086,21086,NY,Tioga County,2008,5.3,0.6,Northeast,,,,,,,,
21087,21087,NY,Tioga County,2009,8.1,2.8,Northeast,,,,,,,,
21088,21088,NY,Tioga County,2010,8.0,-0.1,Northeast,,,,,,,,
21089,21089,NY,Tioga County,2011,7.7,-0.3,Northeast,,,,,50872.0,-0.3,-3.5,
21090,21090,NY,Tioga County,2012,7.9,0.2,Northeast,9.8,35.3,30.0,25.0,50281.0,-0.2,-12.4,
21091,21091,NY,Tioga County,2013,7.1,-0.8,Northeast,9.8,35.3,30.0,25.0,50111.0,-0.3,-5.4,
21092,21092,NY,Tioga County,2014,6.1,-1.0,Northeast,9.8,35.3,30.0,25.0,49820.0,-0.3,-7.2,
21093,21093,NY,Tioga County,2015,6.0,-0.1,Northeast,9.8,35.3,30.0,25.0,49323.0,-0.3,-11.1,
21094,21094,NY,Tioga County,2016,5.1,-0.9,Northeast,9.8,35.3,30.0,25.0,48778.0,-0.3,-10.8,
21095,21095,NY,Tioga County,2017,5.2,0.1,Northeast,,,,,48578.0,-0.3,-4.1,
21096,21096,NY,Tompkins County,2007,3.4,,Northeast,,,,,,,,
21097,21097,NY,Tompkins County,2008,4.1,0.7,Northeast,,,,,,,,
21098,21098,NY,Tompkins County,2009,5.9,1.8,Northeast,,,,,,,,
21099,21099,NY,Tompkins County,2010,6.2,0.3,Northeast,,,,,,,,
21100,21100,NY,Tompkins County,2011,6.1,-0.1,Northeast,,,,,101987.0,9.5,-9.0,
21101,21101,NY,Tompkins County,2012,6.1,0.0,Northeast,5.5,19.9,23.0,51.6,103067.0,9.8,-2.0,
21102,21102,NY,Tompkins County,2013,5.2,-0.9,Northeast,5.5,19.9,23.0,51.6,104143.0,9.5,-1.3,
21103,21103,NY,Tompkins County,2014,4.4,-0.8,Northeast,5.5,19.9,23.0,51.6,104286.0,10.4,-10.8,
21104,21104,NY,Tompkins County,2015,4.0,-0.4,Northeast,5.5,19.9,23.0,51.6,104283.0,11.0,-12.6,
21105,21105,NY,Tompkins County,2016,4.2,0.2,Northeast,5.5,19.9,23.0,51.6,104561.0,11.1,-10.0,
21106,21106,NY,Tompkins County,2017,4.4,0.2,Northeast,,,,,104802.0,11.0,-10.5,
21107,21107,NY,Ulster County,2007,4.3,,Northeast,,,,,,,,
21108,21108,NY,Ulster County,2008,5.5,1.2,Northeast,,,,,,,,
21109,21109,NY,Ulster County,2009,7.7,2.2,Northeast,,,,,,,,
21110,21110,NY,Ulster County,2010,7.8,0.1,Northeast,,,,,,,,
21111,21111,NY,Ulster County,2011,7.8,0.0,Northeast,,,,,182516.0,2.0,-2.3,
21112,21112,NY,Ulster County,2012,8.3,0.5,Northeast,9.9,30.5,28.6,31.0,181689.0,2.0,-6.7,
21113,21113,NY,Ulster County,2013,7.1,-1.2,Northeast,9.9,30.5,28.6,31.0,180965.0,2.2,-6.1,
21114,21114,NY,Ulster County,2014,5.7,-1.4,Northeast,9.9,30.5,28.6,31.0,180763.0,2.3,-2.9,
21115,21115,NY,Ulster County,2015,5.0,-0.7,Northeast,9.9,30.5,28.6,31.0,179952.0,2.4,-5.9,
21116,21116,NY,Ulster County,2016,4.4,-0.6,Northeast,9.9,30.5,28.6,31.0,179546.0,2.5,-3.8,
21117,21117,NY,Ulster County,2017,4.6,0.2,Northeast,,,,,179417.0,2.5,-2.2,
21118,21118,NY,Warren County,2007,4.5,,Northeast,,,,,,,,
21119,21119,NY,Warren County,2008,5.6,1.1,Northeast,,,,,,,,
21120,21120,NY,Warren County,2009,7.9,2.3,Northeast,,,,,,,,
21121,21121,NY,Warren County,2010,9.0,1.1,Northeast,,,,,,,,
21122,21122,NY,Warren County,2011,8.9,-0.1,Northeast,,,,,65735.0,0.2,1.2,
21123,21123,NY,Warren County,2012,9.2,0.3,Northeast,8.8,33.4,29.3,28.4,65425.0,0.3,-4.2,
21124,21124,NY,Warren County,2013,8.2,-1.0,Northeast,8.8,33.4,29.3,28.4,65106.0,0.5,-4.9,
21125,21125,NY,Warren County,2014,6.6,-1.6,Northeast,8.8,33.4,29.3,28.4,64901.0,0.7,-1.6,
21126,21126,NY,Warren County,2015,6.0,-0.6,Northeast,8.8,33.4,29.3,28.4,64448.0,0.7,-4.1,
21127,21127,NY,Warren County,2016,5.2,-0.8,Northeast,8.8,33.4,29.3,28.4,64519.0,0.8,1.5,
21128,21128,NY,Warren County,2017,5.3,0.1,Northeast,,,,,64532.0,0.8,1.2,
21129,21129,NY,Washington County,2007,4.1,,Northeast,,,,,,,,
21130,21130,NY,Washington County,2008,5.3,1.2,Northeast,,,,,,,,
21131,21131,NY,Washington County,2009,7.4,2.1,Northeast,,,,,,,,
21132,21132,NY,Washington County,2010,8.2,0.8,Northeast,,,,,,,,
21133,21133,NY,Washington County,2011,8.1,-0.1,Northeast,,,,,63068.0,0.1,-4.6,
21134,21134,NY,Washington County,2012,8.3,0.2,Northeast,11.5,39.6,28.7,20.2,62980.0,0.2,-2.3,
21135,21135,NY,Washington County,2013,7.5,-0.8,Northeast,11.5,39.6,28.7,20.2,62756.0,0.2,-3.8,
21136,21136,NY,Washington County,2014,6.1,-1.4,Northeast,11.5,39.6,28.7,20.2,62478.0,0.3,-4.8,
21137,21137,NY,Washington County,2015,5.0,-1.1,Northeast,11.5,39.6,28.7,20.2,62253.0,0.3,-3.2,
21138,21138,NY,Washington County,2016,4.7,-0.3,Northeast,11.5,39.6,28.7,20.2,61806.0,0.4,-7.2,
21139,21139,NY,Washington County,2017,4.7,0.0,Northeast,,,,,61620.0,0.4,-2.0,
21140,21140,NY,Wayne County,2007,4.7,,Northeast,,,,,,,,
21141,21141,NY,Wayne County,2008,5.9,1.2,Northeast,,,,,,,,
21142,21142,NY,Wayne County,2009,8.3,2.4,Northeast,,,,,,,,
21143,21143,NY,Wayne County,2010,8.9,0.6,Northeast,,,,,,,,
21144,21144,NY,Wayne County,2011,8.4,-0.5,Northeast,,,,,93263.0,0.8,-7.6,
21145,21145,NY,Wayne County,2012,8.6,0.2,Northeast,10.0,36.1,32.7,21.2,93062.0,0.7,-5.0,
21146,21146,NY,Wayne County,2013,7.6,-1.0,Northeast,10.0,36.1,32.7,21.2,92399.0,0.5,-9.2,
21147,21147,NY,Wayne County,2014,6.2,-1.4,Northeast,10.0,36.1,32.7,21.2,91856.0,0.6,-7.8,
21148,21148,NY,Wayne County,2015,5.0,-1.2,Northeast,10.0,36.1,32.7,21.2,91359.0,0.7,-7.2,
21149,21149,NY,Wayne County,2016,5.0,0.0,Northeast,10.0,36.1,32.7,21.2,90924.0,0.7,-7.1,
21150,21150,NY,Wayne County,2017,5.0,0.0,Northeast,,,,,90670.0,0.7,-4.9,
21151,21151,NY,Westchester County,2007,3.7,,Northeast,,,,,,,,
21152,21152,NY,Westchester County,2008,4.8,1.1,Northeast,,,,,,,,
21153,21153,NY,Westchester County,2009,7.1,2.3,Northeast,,,,,,,,
21154,21154,NY,Westchester County,2010,7.4,0.3,Northeast,,,,,,,,
21155,21155,NY,Westchester County,2011,7.1,-0.3,Northeast,,,,,957693.0,5.0,-2.0,
21156,21156,NY,Westchester County,2012,7.3,0.2,Northeast,12.4,19.7,20.6,47.3,962190.0,4.8,-4.0,
21157,21157,NY,Westchester County,2013,6.3,-1.0,Northeast,12.4,19.7,20.6,47.3,968910.0,4.7,-1.1,
21158,21158,NY,Westchester County,2014,5.1,-1.2,Northeast,12.4,19.7,20.6,47.3,972742.0,4.9,-4.6,
21159,21159,NY,Westchester County,2015,5.0,-0.1,Northeast,12.4,19.7,20.6,47.3,976103.0,5.4,-5.6,
21160,21160,NY,Westchester County,2016,4.3,-0.7,Northeast,12.4,19.7,20.6,47.3,978604.0,5.5,-6.4,
21161,21161,NY,Westchester County,2017,4.6,0.3,Northeast,,,,,980244.0,5.4,-6.9,
21162,21162,NY,Wyoming County,2007,4.9,,Northeast,,,,,,,,
21163,21163,NY,Wyoming County,2008,6.2,1.3,Northeast,,,,,,,,
21164,21164,NY,Wyoming County,2009,9.0,2.8,Northeast,,,,,,,,
21165,21165,NY,Wyoming County,2010,9.5,0.5,Northeast,,,,,,,,
21166,21166,NY,Wyoming County,2011,8.7,-0.8,Northeast,,,,,41854.0,0.4,-8.0,
21167,21167,NY,Wyoming County,2012,8.9,0.2,Northeast,11.9,41.2,31.9,15.0,41714.0,0.4,-4.4,
21168,21168,NY,Wyoming County,2013,7.9,-1.0,Northeast,11.9,41.2,31.9,15.0,41380.0,0.3,-8.0,
21169,21169,NY,Wyoming County,2014,6.5,-1.4,Northeast,11.9,41.2,31.9,15.0,41160.0,0.3,-6.5,
21170,21170,NY,Wyoming County,2015,6.0,-0.5,Northeast,11.9,41.2,31.9,15.0,40957.0,0.3,-5.3,
21171,21171,NY,Wyoming County,2016,5.3,-0.7,Northeast,11.9,41.2,31.9,15.0,40439.0,0.4,-13.1,
21172,21172,NY,Wyoming County,2017,5.7,0.4,Northeast,,,,,40493.0,0.4,0.4,
21173,21173,NY,Yates County,2007,4.2,,Northeast,,,,,,,,
21174,21174,NY,Yates County,2008,4.9,0.7,Northeast,,,,,,,,
21175,21175,NY,Yates County,2009,6.7,1.8,Northeast,,,,,,,,
21176,21176,NY,Yates County,2010,7.4,0.7,Northeast,,,,,,,,
21177,21177,NY,Yates County,2011,7.5,0.1,Northeast,,,,,25451.0,0.4,0.0,
21178,21178,NY,Yates County,2012,7.8,0.3,Northeast,14.8,34.1,27.9,23.2,25338.0,0.4,-7.1,
21179,21179,NY,Yates County,2013,6.8,-1.0,Northeast,14.8,34.1,27.9,23.2,25224.0,0.6,-7.4,
21180,21180,NY,Yates County,2014,5.7,-1.1,Northeast,14.8,34.1,27.9,23.2,25150.0,0.6,-6.2,
21181,21181,NY,Yates County,2015,5.0,-0.7,Northeast,14.8,34.1,27.9,23.2,25065.0,0.7,-4.0,
21182,21182,NY,Yates County,2016,4.4,-0.6,Northeast,14.8,34.1,27.9,23.2,25022.0,0.7,-5.8,
21183,21183,NY,Yates County,2017,4.5,0.1,Northeast,,,,,24955.0,0.7,-6.1,
21184,21184,NC,North Carolina,2007,4.7,,South,,,,,,,,43513.0
21185,21185,NC,North Carolina,2008,6.1,1.4,South,,,,,,,,42930.0
21186,21186,NC,North Carolina,2009,10.6,4.5,South,,,,,,,,41906.0
21187,21187,NC,North Carolina,2010,10.9,0.3,South,,,,,,,,43830.0
21188,21188,NC,North Carolina,2011,10.3,-0.6,South,,,,,9662940.0,1.7,3.2,45206.0
21189,21189,NC,North Carolina,2012,9.3,-1.0,South,13.7,26.4,30.9,29.0,9755299.0,2.3,3.1,41553.0
21190,21190,NC,North Carolina,2013,8.0,-1.3,South,13.7,26.4,30.9,29.0,9849812.0,1.9,4.1,41208.0
21191,21191,NC,North Carolina,2014,6.3,-1.7,South,13.7,26.4,30.9,29.0,9941160.0,2.0,3.5,46784.0
21192,21192,NC,North Carolina,2015,6.0,-0.3,South,13.7,26.4,30.9,29.0,10041769.0,2.3,4.5,50797.0
21193,21193,NC,North Carolina,2016,5.1,-0.9,South,13.7,26.4,30.9,29.0,10156689.0,2.2,6.1,53764.0
21194,21194,NC,North Carolina,2017,4.6,-0.5,South,,,,,10273419.0,2.0,6.5,50343.0
21195,21195,NC,Alamance County,2007,5.1,,South,,,,,,,,
21196,21196,NC,Alamance County,2008,6.4,1.3,South,,,,,,,,
21197,21197,NC,Alamance County,2009,11.7,5.3,South,,,,,,,,
21198,21198,NC,Alamance County,2010,10.9,-0.8,South,,,,,,,,
21199,21199,NC,Alamance County,2011,9.7,-1.2,South,,,,,152857.0,0.9,6.1,
21200,21200,NC,Alamance County,2012,8.5,-1.2,South,15.3,28.2,34.5,22.1,153471.0,0.6,2.2,
21201,21201,NC,Alamance County,2013,7.3,-1.2,South,15.3,28.2,34.5,22.1,154417.0,0.8,4.1,
21202,21202,NC,Alamance County,2014,5.7,-1.6,South,15.3,28.2,34.5,22.1,155698.0,1.0,6.2,
21203,21203,NC,Alamance County,2015,5.0,-0.7,South,15.3,28.2,34.5,22.1,157389.0,1.2,8.7,
21204,21204,NC,Alamance County,2016,4.7,-0.3,South,15.3,28.2,34.5,22.1,159325.0,1.2,10.0,
21205,21205,NC,Alamance County,2017,4.3,-0.4,South,,,,,162391.0,1.2,16.5,
21206,21206,NC,Alexander County,2007,5.2,,South,,,,,,,,
21207,21207,NC,Alexander County,2008,7.0,1.8,South,,,,,,,,
21208,21208,NC,Alexander County,2009,13.9,6.9,South,,,,,,,,
21209,21209,NC,Alexander County,2010,13.1,-0.8,South,,,,,,,,
21210,21210,NC,Alexander County,2011,11.3,-1.8,South,,,,,37039.0,0.1,-6.2,
21211,21211,NC,Alexander County,2012,9.6,-1.7,South,19.4,39.6,27.6,13.3,36940.0,0.2,-2.8,
21212,21212,NC,Alexander County,2013,7.8,-1.8,South,19.4,39.6,27.6,13.3,37091.0,0.4,3.5,
21213,21213,NC,Alexander County,2014,5.6,-2.2,South,19.4,39.6,27.6,13.3,37092.0,0.6,-0.7,
21214,21214,NC,Alexander County,2015,5.0,-0.6,South,19.4,39.6,27.6,13.3,37058.0,0.6,0.0,
21215,21215,NC,Alexander County,2016,4.2,-0.8,South,19.4,39.6,27.6,13.3,37270.0,0.6,6.1,
21216,21216,NC,Alexander County,2017,3.7,-0.5,South,,,,,37286.0,0.6,0.8,
21217,21217,NC,Alleghany County,2007,5.2,,South,,,,,,,,
21218,21218,NC,Alleghany County,2008,7.4,2.2,South,,,,,,,,
21219,21219,NC,Alleghany County,2009,11.8,4.4,South,,,,,,,,
21220,21220,NC,Alleghany County,2010,12.0,0.2,South,,,,,,,,
21221,21221,NC,Alleghany County,2011,12.2,0.2,South,,,,,11025.0,0.4,-6.9,
21222,21222,NC,Alleghany County,2012,10.4,-1.8,South,19.0,32.3,30.1,18.6,10956.0,0.3,-3.2,
21223,21223,NC,Alleghany County,2013,8.8,-1.6,South,19.0,32.3,30.1,18.6,10920.0,0.2,-0.8,
21224,21224,NC,Alleghany County,2014,6.9,-1.9,South,19.0,32.3,30.1,18.6,10911.0,0.2,0.1,
