,State,Area,MedianIncome2016,Year,UnemploymentRate,Region
21474,NC,Franklin County,,2009,10.3,South
21475,NC,Franklin County,,2010,10.9,South
21476,NC,Franklin County,,2011,10.7,South
21477,NC,Franklin County,,2012,9.7,South
21478,NC,Franklin County,,2013,8.3,South
21479,NC,Franklin County,,2014,6.5,South
21480,NC,Franklin County,,2015,6.0,South
21481,NC,Franklin County,51106.0,2016,5.2,South
21482,NC,Franklin County,,2017,4.7,South
21483,NC,Gaston County,,2007,5.7,South
21484,NC,Gaston County,,2008,7.5,South
21485,NC,Gaston County,,2009,13.8,South
21486,NC,Gaston County,,2010,13.5,South
21487,NC,Gaston County,,2011,11.9,South
21488,NC,Gaston County,,2012,10.5,South
21489,NC,Gaston County,,2013,9.0,South
21490,NC,Gaston County,,2014,6.8,South
21491,NC,Gaston County,,2015,6.0,South
21492,NC,Gaston County,45290.0,2016,5.3,South
21493,NC,Gaston County,,2017,4.6,South
21494,NC,Gates County,,2007,4.3,South
21495,NC,Gates County,,2008,5.3,South
21496,NC,Gates County,,2009,7.4,South
21497,NC,Gates County,,2010,8.0,South
21498,NC,Gates County,,2011,8.2,South
21499,NC,Gates County,,2012,7.7,South
21500,NC,Gates County,,2013,7.0,South
21501,NC,Gates County,,2014,5.9,South
21502,NC,Gates County,,2015,6.0,South
21503,NC,Gates County,53638.0,2016,5.1,South
21504,NC,Gates County,,2017,4.5,South
21505,NC,Graham County,,2007,7.1,South
21506,NC,Graham County,,2008,10.6,South
21507,NC,Graham County,,2009,17.1,South
21508,NC,Graham County,,2010,17.6,South
21509,NC,Graham County,,2011,18.1,South
21510,NC,Graham County,,2012,17.7,South
21511,NC,Graham County,,2013,15.2,South
21512,NC,Graham County,,2014,13.4,South
21513,NC,Graham County,,2015,12.0,South
21514,NC,Graham County,35424.0,2016,8.8,South
21515,NC,Graham County,,2017,6.8,South
21516,NC,Granville County,,2007,5.1,South
21517,NC,Granville County,,2008,6.7,South
21518,NC,Granville County,,2009,10.5,South
21519,NC,Granville County,,2010,9.7,South
21520,NC,Granville County,,2011,8.9,South
21521,NC,Granville County,,2012,8.0,South
21522,NC,Granville County,,2013,6.8,South
21523,NC,Granville County,,2014,5.4,South
21524,NC,Granville County,,2015,5.0,South
21525,NC,Granville County,46004.0,2016,4.3,South
21526,NC,Granville County,,2017,3.9,South
21527,NC,Greene County,,2007,5.4,South
21528,NC,Greene County,,2008,6.5,South
21529,NC,Greene County,,2009,10.4,South
21530,NC,Greene County,,2010,10.1,South
21531,NC,Greene County,,2011,9.6,South
21532,NC,Greene County,,2012,8.6,South
21533,NC,Greene County,,2013,7.9,South
21534,NC,Greene County,,2014,6.2,South
21535,NC,Greene County,,2015,6.0,South
21536,NC,Greene County,37881.0,2016,5.3,South
21537,NC,Greene County,,2017,4.5,South
21538,NC,Guilford County,,2007,4.7,South
21539,NC,Guilford County,,2008,6.0,South
21540,NC,Guilford County,,2009,10.6,South
21541,NC,Guilford County,,2010,11.1,South
21542,NC,Guilford County,,2011,10.5,South
21543,NC,Guilford County,,2012,9.5,South
21544,NC,Guilford County,,2013,8.2,South
21545,NC,Guilford County,,2014,6.6,South
21546,NC,Guilford County,,2015,6.0,South
21547,NC,Guilford County,56325.0,2016,5.2,South
21548,NC,Guilford County,,2017,4.8,South
21549,NC,Halifax County,,2007,6.4,South
21550,NC,Halifax County,,2008,8.9,South
21551,NC,Halifax County,,2009,13.6,South
21552,NC,Halifax County,,2010,14.7,South
21553,NC,Halifax County,,2011,14.6,South
21554,NC,Halifax County,,2012,13.5,South
21555,NC,Halifax County,,2013,11.8,South
21556,NC,Halifax County,,2014,9.7,South
21557,NC,Halifax County,,2015,9.0,South
21558,NC,Halifax County,44004.0,2016,7.9,South
21559,NC,Halifax County,,2017,7.4,South
21560,NC,Harnett County,,2007,4.8,South
21561,NC,Harnett County,,2008,6.6,South
21562,NC,Harnett County,,2009,11.4,South
21563,NC,Harnett County,,2010,11.3,South
21564,NC,Harnett County,,2011,11.4,South
21565,NC,Harnett County,,2012,10.6,South
21566,NC,Harnett County,,2013,9.2,South
21567,NC,Harnett County,,2014,7.4,South
21568,NC,Harnett County,,2015,7.0,South
21569,NC,Harnett County,55174.0,2016,5.8,South
21570,NC,Harnett County,,2017,5.1,South
21571,NC,Haywood County,,2007,4.0,South
21572,NC,Haywood County,,2008,5.6,South
21573,NC,Haywood County,,2009,9.6,South
21574,NC,Haywood County,,2010,10.3,South
21575,NC,Haywood County,,2011,10.1,South
21576,NC,Haywood County,,2012,9.1,South
21577,NC,Haywood County,,2013,7.8,South
21578,NC,Haywood County,,2014,5.8,South
21579,NC,Haywood County,,2015,5.0,South
21580,NC,Haywood County,38873.0,2016,4.5,South
21581,NC,Haywood County,,2017,4.1,South
21582,NC,Henderson County,,2007,3.5,South
21583,NC,Henderson County,,2008,4.7,South
21584,NC,Henderson County,,2009,8.8,South
21585,NC,Henderson County,,2010,9.1,South
21586,NC,Henderson County,,2011,8.5,South
21587,NC,Henderson County,,2012,7.5,South
21588,NC,Henderson County,,2013,6.2,South
21589,NC,Henderson County,,2014,5.1,South
21590,NC,Henderson County,,2015,5.0,South
21591,NC,Henderson County,46723.0,2016,4.3,South
21592,NC,Henderson County,,2017,3.9,South
21593,NC,Hertford County,,2007,5.2,South
21594,NC,Hertford County,,2008,6.6,South
21595,NC,Hertford County,,2009,9.6,South
21596,NC,Hertford County,,2010,10.6,South
21597,NC,Hertford County,,2011,11.3,South
21598,NC,Hertford County,,2012,10.8,South
21599,NC,Hertford County,,2013,9.4,South
21600,NC,Hertford County,,2014,7.4,South
21601,NC,Hertford County,,2015,7.0,South
21602,NC,Hertford County,39341.0,2016,6.6,South
21603,NC,Hertford County,,2017,5.8,South
21604,NC,Hoke County,,2007,5.1,South
21605,NC,Hoke County,,2008,5.7,South
21606,NC,Hoke County,,2009,8.0,South
21607,NC,Hoke County,,2010,10.1,South
21608,NC,Hoke County,,2011,10.9,South
21609,NC,Hoke County,,2012,10.7,South
21610,NC,Hoke County,,2013,9.9,South
21611,NC,Hoke County,,2014,8.4,South
21612,NC,Hoke County,,2015,8.0,South
21613,NC,Hoke County,50714.0,2016,6.6,South
21614,NC,Hoke County,,2017,5.8,South
21615,NC,Hyde County,,2007,5.7,South
21616,NC,Hyde County,,2008,6.9,South
21617,NC,Hyde County,,2009,8.7,South
21618,NC,Hyde County,,2010,11.1,South
21619,NC,Hyde County,,2011,13.4,South
21620,NC,Hyde County,,2012,13.4,South
21621,NC,Hyde County,,2013,11.6,South
21622,NC,Hyde County,,2014,9.2,South
21623,NC,Hyde County,,2015,9.0,South
21624,NC,Hyde County,41443.0,2016,9.5,South
21625,NC,Hyde County,,2017,8.5,South
21626,NC,Iredell County,,2007,4.6,South
21627,NC,Iredell County,,2008,6.4,South
21628,NC,Iredell County,,2009,12.7,South
21629,NC,Iredell County,,2010,12.9,South
21630,NC,Iredell County,,2011,11.4,South
21631,NC,Iredell County,,2012,9.9,South
21632,NC,Iredell County,,2013,8.4,South
21633,NC,Iredell County,,2014,6.3,South
21634,NC,Iredell County,,2015,6.0,South
21635,NC,Iredell County,41140.0,2016,4.8,South
21636,NC,Iredell County,,2017,4.3,South
21637,NC,Jackson County,,2007,3.7,South
21638,NC,Jackson County,,2008,5.0,South
21639,NC,Jackson County,,2009,8.9,South
21640,NC,Jackson County,,2010,10.9,South
21641,NC,Jackson County,,2011,11.1,South
21642,NC,Jackson County,,2012,10.6,South
21643,NC,Jackson County,,2013,8.8,South
21644,NC,Jackson County,,2014,6.7,South
21645,NC,Jackson County,,2015,6.0,South
21646,NC,Jackson County,40765.0,2016,5.4,South
21647,NC,Jackson County,,2017,4.8,South
21648,NC,Johnston County,,2007,4.1,South
21649,NC,Johnston County,,2008,5.7,South
21650,NC,Johnston County,,2009,9.9,South
21651,NC,Johnston County,,2010,9.9,South
21652,NC,Johnston County,,2011,9.5,South
21653,NC,Johnston County,,2012,8.4,South
21654,NC,Johnston County,,2013,7.1,South
21655,NC,Johnston County,,2014,5.7,South
21656,NC,Johnston County,,2015,5.0,South
21657,NC,Johnston County,35561.0,2016,4.7,South
21658,NC,Johnston County,,2017,4.2,South
21659,NC,Jones County,,2007,4.4,South
21660,NC,Jones County,,2008,6.4,South
21661,NC,Jones County,,2009,10.8,South
21662,NC,Jones County,,2010,11.2,South
21663,NC,Jones County,,2011,10.6,South
21664,NC,Jones County,,2012,9.9,South
21665,NC,Jones County,,2013,8.4,South
21666,NC,Jones County,,2014,6.6,South
21667,NC,Jones County,,2015,6.0,South
21668,NC,Jones County,63197.0,2016,5.3,South
21669,NC,Jones County,,2017,4.5,South
21670,NC,Lee County,,2007,5.6,South
21671,NC,Lee County,,2008,7.5,South
21672,NC,Lee County,,2009,14.2,South
21673,NC,Lee County,,2010,12.8,South
21674,NC,Lee County,,2011,12.3,South
21675,NC,Lee County,,2012,11.4,South
21676,NC,Lee County,,2013,10.1,South
21677,NC,Lee County,,2014,8.2,South
21678,NC,Lee County,,2015,7.0,South
21679,NC,Lee County,42530.0,2016,5.9,South
21680,NC,Lee County,,2017,5.2,South
21681,NC,Lenoir County,,2007,5.3,South
21682,NC,Lenoir County,,2008,7.2,South
21683,NC,Lenoir County,,2009,11.8,South
21684,NC,Lenoir County,,2010,11.9,South
21685,NC,Lenoir County,,2011,10.9,South
21686,NC,Lenoir County,,2012,9.8,South
21687,NC,Lenoir County,,2013,8.7,South
21688,NC,Lenoir County,,2014,7.2,South
21689,NC,Lenoir County,,2015,6.0,South
21690,NC,Lenoir County,40371.0,2016,5.9,South
21691,NC,Lenoir County,,2017,4.6,South
21692,NC,Lincoln County,,2007,4.9,South
21693,NC,Lincoln County,,2008,7.2,South
21694,NC,Lincoln County,,2009,13.9,South
21695,NC,Lincoln County,,2010,12.7,South
21696,NC,Lincoln County,,2011,11.2,South
21697,NC,Lincoln County,,2012,9.6,South
21698,NC,Lincoln County,,2013,8.3,South
21699,NC,Lincoln County,,2014,6.2,South
21700,NC,Lincoln County,,2015,5.0,South
21701,NC,Lincoln County,54545.0,2016,4.7,South
21702,NC,Lincoln County,,2017,4.0,South
21703,NC,McDowell County,,2007,5.6,South
21704,NC,McDowell County,,2008,8.1,South
21705,NC,McDowell County,,2009,15.2,South
21706,NC,McDowell County,,2010,13.3,South
21707,NC,McDowell County,,2011,12.4,South
21708,NC,McDowell County,,2012,10.8,South
21709,NC,McDowell County,,2013,9.0,South
21710,NC,McDowell County,,2014,6.4,South
21711,NC,McDowell County,,2015,6.0,South
21712,NC,McDowell County,47403.0,2016,4.8,South
21713,NC,McDowell County,,2017,4.2,South
21714,NC,Macon County,,2007,4.1,South
21715,NC,Macon County,,2008,5.9,South
21716,NC,Macon County,,2009,11.0,South
21717,NC,Macon County,,2010,11.5,South
21718,NC,Macon County,,2011,11.3,South
21719,NC,Macon County,,2012,10.6,South
21720,NC,Macon County,,2013,9.1,South
21721,NC,Macon County,,2014,6.6,South
21722,NC,Macon County,,2015,6.0,South
21723,NC,Macon County,51373.0,2016,5.4,South
21724,NC,Macon County,,2017,4.7,South
21725,NC,Madison County,,2007,3.9,South
21726,NC,Madison County,,2008,5.6,South
21727,NC,Madison County,,2009,9.4,South
21728,NC,Madison County,,2010,10.4,South
21729,NC,Madison County,,2011,10.3,South
21730,NC,Madison County,,2012,9.8,South
21731,NC,Madison County,,2013,8.2,South
21732,NC,Madison County,,2014,6.2,South
21733,NC,Madison County,,2015,6.0,South
21734,NC,Madison County,35711.0,2016,4.9,South
21735,NC,Madison County,,2017,4.3,South
21736,NC,Martin County,,2007,5.3,South
21737,NC,Martin County,,2008,6.4,South
21738,NC,Martin County,,2009,10.7,South
21739,NC,Martin County,,2010,12.7,South
21740,NC,Martin County,,2011,12.4,South
21741,NC,Martin County,,2012,12.0,South
21742,NC,Martin County,,2013,10.5,South
21743,NC,Martin County,,2014,7.8,South
21744,NC,Martin County,,2015,8.0,South
21745,NC,Martin County,47163.0,2016,6.8,South
21746,NC,Martin County,,2017,5.8,South
21747,NC,Mecklenburg County,,2007,4.5,South
21748,NC,Mecklenburg County,,2008,5.9,South
21749,NC,Mecklenburg County,,2009,10.6,South
21750,NC,Mecklenburg County,,2010,10.7,South
21751,NC,Mecklenburg County,,2011,9.9,South
21752,NC,Mecklenburg County,,2012,8.7,South
21753,NC,Mecklenburg County,,2013,7.5,South
21754,NC,Mecklenburg County,,2014,6.0,South
21755,NC,Mecklenburg County,,2015,5.0,South
21756,NC,Mecklenburg County,65299.0,2016,4.7,South
21757,NC,Mecklenburg County,,2017,4.3,South
21758,NC,Mitchell County,,2007,7.1,South
21759,NC,Mitchell County,,2008,8.0,South
21760,NC,Mitchell County,,2009,12.4,South
21761,NC,Mitchell County,,2010,12.4,South
21762,NC,Mitchell County,,2011,11.9,South
21763,NC,Mitchell County,,2012,12.2,South
21764,NC,Mitchell County,,2013,11.0,South
21765,NC,Mitchell County,,2014,7.7,South
21766,NC,Mitchell County,,2015,7.0,South
21767,NC,Mitchell County,43927.0,2016,6.1,South
21768,NC,Mitchell County,,2017,5.3,South
21769,NC,Montgomery County,,2007,6.3,South
21770,NC,Montgomery County,,2008,8.1,South
21771,NC,Montgomery County,,2009,13.5,South
21772,NC,Montgomery County,,2010,12.3,South
21773,NC,Montgomery County,,2011,11.8,South
21774,NC,Montgomery County,,2012,10.6,South
21775,NC,Montgomery County,,2013,8.3,South
21776,NC,Montgomery County,,2014,6.4,South
21777,NC,Montgomery County,,2015,6.0,South
21778,NC,Montgomery County,43687.0,2016,5.2,South
21779,NC,Montgomery County,,2017,4.6,South
21780,NC,Moore County,,2007,4.6,South
21781,NC,Moore County,,2008,6.1,South
21782,NC,Moore County,,2009,10.1,South
21783,NC,Moore County,,2010,10.1,South
21784,NC,Moore County,,2011,9.5,South
21785,NC,Moore County,,2012,8.8,South
21786,NC,Moore County,,2013,7.8,South
21787,NC,Moore County,,2014,6.1,South
21788,NC,Moore County,,2015,6.0,South
21789,NC,Moore County,50437.0,2016,5.0,South
21790,NC,Moore County,,2017,4.5,South
21791,NC,Nash County,,2007,5.3,South
21792,NC,Nash County,,2008,7.4,South
21793,NC,Nash County,,2009,12.0,South
21794,NC,Nash County,,2010,12.6,South
21795,NC,Nash County,,2011,12.5,South
21796,NC,Nash County,,2012,11.5,South
21797,NC,Nash County,,2013,10.3,South
21798,NC,Nash County,,2014,8.0,South
21799,NC,Nash County,,2015,7.0,South
21800,NC,Nash County,45052.0,2016,6.6,South
21801,NC,Nash County,,2017,6.1,South
21802,NC,New Hanover County,,2007,3.8,South
21803,NC,New Hanover County,,2008,5.1,South
21804,NC,New Hanover County,,2009,9.3,South
21805,NC,New Hanover County,,2010,9.7,South
21806,NC,New Hanover County,,2011,9.6,South
21807,NC,New Hanover County,,2012,8.6,South
21808,NC,New Hanover County,,2013,7.6,South
21809,NC,New Hanover County,,2014,5.9,South
21810,NC,New Hanover County,,2015,5.0,South
21811,NC,New Hanover County,47974.0,2016,4.7,South
21812,NC,New Hanover County,,2017,4.2,South
21813,NC,Northampton County,,2007,6.0,South
21814,NC,Northampton County,,2008,7.7,South
21815,NC,Northampton County,,2009,11.3,South
21816,NC,Northampton County,,2010,11.6,South
21817,NC,Northampton County,,2011,12.2,South
21818,NC,Northampton County,,2012,11.5,South
21819,NC,Northampton County,,2013,10.0,South
21820,NC,Northampton County,,2014,8.1,South
21821,NC,Northampton County,,2015,8.0,South
21822,NC,Northampton County,45918.0,2016,7.3,South
21823,NC,Northampton County,,2017,6.3,South
21824,NC,Onslow County,,2007,4.5,South
21825,NC,Onslow County,,2008,5.6,South
21826,NC,Onslow County,,2009,8.5,South
21827,NC,Onslow County,,2010,8.3,South
21828,NC,Onslow County,,2011,8.3,South
21829,NC,Onslow County,,2012,8.0,South
21830,NC,Onslow County,,2013,7.0,South
21831,NC,Onslow County,,2014,6.1,South
21832,NC,Onslow County,,2015,6.0,South
21833,NC,Onslow County,47185.0,2016,5.5,South
21834,NC,Onslow County,,2017,5.1,South
21835,NC,Orange County,,2007,3.2,South
21836,NC,Orange County,,2008,4.0,South
21837,NC,Orange County,,2009,6.5,South
21838,NC,Orange County,,2010,6.6,South
21839,NC,Orange County,,2011,6.5,South
21840,NC,Orange County,,2012,6.1,South
21841,NC,Orange County,,2013,5.3,South
21842,NC,Orange County,,2014,4.6,South
21843,NC,Orange County,,2015,5.0,South
21844,NC,Orange County,45939.0,2016,4.2,South
21845,NC,Orange County,,2017,3.8,South
21846,NC,Pamlico County,,2007,4.3,South
21847,NC,Pamlico County,,2008,5.9,South
21848,NC,Pamlico County,,2009,10.0,South
21849,NC,Pamlico County,,2010,10.2,South
21850,NC,Pamlico County,,2011,9.7,South
21851,NC,Pamlico County,,2012,9.0,South
21852,NC,Pamlico County,,2013,8.4,South
21853,NC,Pamlico County,,2014,6.6,South
21854,NC,Pamlico County,,2015,6.0,South
21855,NC,Pamlico County,35367.0,2016,5.3,South
21856,NC,Pamlico County,,2017,4.8,South
21857,NC,Pasquotank County,,2007,5.0,South
21858,NC,Pasquotank County,,2008,6.8,South
21859,NC,Pasquotank County,,2009,9.9,South
21860,NC,Pasquotank County,,2010,10.0,South
21861,NC,Pasquotank County,,2011,10.3,South
21862,NC,Pasquotank County,,2012,10.0,South
21863,NC,Pasquotank County,,2013,9.6,South
21864,NC,Pasquotank County,,2014,8.1,South
21865,NC,Pasquotank County,,2015,7.0,South
21866,NC,Pasquotank County,34439.0,2016,6.3,South
21867,NC,Pasquotank County,,2017,5.6,South
21868,NC,Pender County,,2007,4.2,South
21869,NC,Pender County,,2008,6.0,South
21870,NC,Pender County,,2009,10.9,South
21871,NC,Pender County,,2010,11.4,South
21872,NC,Pender County,,2011,11.3,South
21873,NC,Pender County,,2012,10.4,South
21874,NC,Pender County,,2013,9.0,South
21875,NC,Pender County,,2014,7.1,South
21876,NC,Pender County,,2015,6.0,South
21877,NC,Pender County,41620.0,2016,5.3,South
21878,NC,Pender County,,2017,4.7,South
21879,NC,Perquimans County,,2007,5.2,South
21880,NC,Perquimans County,,2008,6.7,South
21881,NC,Perquimans County,,2009,10.6,South
21882,NC,Perquimans County,,2010,10.6,South
21883,NC,Perquimans County,,2011,11.0,South
21884,NC,Perquimans County,,2012,10.4,South
21885,NC,Perquimans County,,2013,9.6,South
21886,NC,Perquimans County,,2014,7.8,South
21887,NC,Perquimans County,,2015,7.0,South
21888,NC,Perquimans County,47971.0,2016,6.4,South
21889,NC,Perquimans County,,2017,5.8,South
21890,NC,Person County,,2007,6.7,South
21891,NC,Person County,,2008,7.2,South
21892,NC,Person County,,2009,11.3,South
21893,NC,Person County,,2010,12.4,South
21894,NC,Person County,,2011,11.9,South
21895,NC,Person County,,2012,11.0,South
21896,NC,Person County,,2013,10.1,South
21897,NC,Person County,,2014,7.8,South
21898,NC,Person County,,2015,7.0,South
21899,NC,Person County,38699.0,2016,5.5,South
21900,NC,Person County,,2017,4.7,South
21901,NC,Pitt County,,2007,5.1,South
21902,NC,Pitt County,,2008,6.4,South
21903,NC,Pitt County,,2009,10.1,South
21904,NC,Pitt County,,2010,10.2,South
21905,NC,Pitt County,,2011,10.1,South
21906,NC,Pitt County,,2012,9.1,South
21907,NC,Pitt County,,2013,8.1,South
21908,NC,Pitt County,,2014,6.5,South
21909,NC,Pitt County,,2015,6.0,South
21910,NC,Pitt County,41477.0,2016,5.6,South
21911,NC,Pitt County,,2017,4.9,South
21912,NC,Polk County,,2007,3.4,South
21913,NC,Polk County,,2008,4.8,South
21914,NC,Polk County,,2009,9.1,South
21915,NC,Polk County,,2010,10.2,South
21916,NC,Polk County,,2011,9.3,South
21917,NC,Polk County,,2012,8.5,South
21918,NC,Polk County,,2013,6.6,South
21919,NC,Polk County,,2014,5.4,South
21920,NC,Polk County,,2015,5.0,South
21921,NC,Polk County,35138.0,2016,4.6,South
21922,NC,Polk County,,2017,4.2,South
21923,NC,Randolph County,,2007,4.7,South
21924,NC,Randolph County,,2008,6.3,South
21925,NC,Randolph County,,2009,11.2,South
21926,NC,Randolph County,,2010,12.0,South
21927,NC,Randolph County,,2011,10.9,South
21928,NC,Randolph County,,2012,9.9,South
21929,NC,Randolph County,,2013,8.6,South
21930,NC,Randolph County,,2014,6.6,South
21931,NC,Randolph County,,2015,6.0,South
21932,NC,Randolph County,49106.0,2016,4.9,South
21933,NC,Randolph County,,2017,4.4,South
21934,NC,Richmond County,,2007,7.4,South
21935,NC,Richmond County,,2008,9.2,South
21936,NC,Richmond County,,2009,14.0,South
21937,NC,Richmond County,,2010,14.9,South
21938,NC,Richmond County,,2011,14.6,South
21939,NC,Richmond County,,2012,13.4,South
21940,NC,Richmond County,,2013,11.8,South
21941,NC,Richmond County,,2014,9.0,South
21942,NC,Richmond County,,2015,8.0,South
21943,NC,Richmond County,48148.0,2016,6.9,South
21944,NC,Richmond County,,2017,6.1,South
21945,NC,Robeson County,,2007,6.2,South
21946,NC,Robeson County,,2008,7.9,South
21947,NC,Robeson County,,2009,11.9,South
21948,NC,Robeson County,,2010,13.7,South
21949,NC,Robeson County,,2011,14.2,South
21950,NC,Robeson County,,2012,13.2,South
21951,NC,Robeson County,,2013,11.9,South
21952,NC,Robeson County,,2014,9.5,South
21953,NC,Robeson County,,2015,9.0,South
21954,NC,Robeson County,38843.0,2016,7.9,South
21955,NC,Robeson County,,2017,6.6,South
21956,NC,Rockingham County,,2007,6.2,South
21957,NC,Rockingham County,,2008,7.4,South
21958,NC,Rockingham County,,2009,12.6,South
21959,NC,Rockingham County,,2010,13.2,South
21960,NC,Rockingham County,,2011,12.3,South
21961,NC,Rockingham County,,2012,11.3,South
21962,NC,Rockingham County,,2013,9.7,South
21963,NC,Rockingham County,,2014,7.5,South
21964,NC,Rockingham County,,2015,7.0,South
21965,NC,Rockingham County,38996.0,2016,5.6,South
21966,NC,Rockingham County,,2017,5.2,South
21967,NC,Rowan County,,2007,6.0,South
21968,NC,Rowan County,,2008,6.8,South
21969,NC,Rowan County,,2009,12.7,South
21970,NC,Rowan County,,2010,14.1,South
21971,NC,Rowan County,,2011,12.5,South
21972,NC,Rowan County,,2012,10.9,South
21973,NC,Rowan County,,2013,9.3,South
21974,NC,Rowan County,,2014,7.1,South
21975,NC,Rowan County,,2015,6.0,South
21976,NC,Rowan County,44578.0,2016,5.6,South
21977,NC,Rowan County,,2017,4.7,South
21978,NC,Rutherford County,,2007,6.4,South
21979,NC,Rutherford County,,2008,8.0,South
21980,NC,Rutherford County,,2009,16.3,South
21981,NC,Rutherford County,,2010,16.7,South
21982,NC,Rutherford County,,2011,14.6,South
21983,NC,Rutherford County,,2012,13.2,South
21984,NC,Rutherford County,,2013,11.2,South
21985,NC,Rutherford County,,2014,8.6,South
21986,NC,Rutherford County,,2015,8.0,South
21987,NC,Rutherford County,33666.0,2016,6.7,South
21988,NC,Rutherford County,,2017,6.2,South
21989,NC,Sampson County,,2007,4.0,South
21990,NC,Sampson County,,2008,5.3,South
21991,NC,Sampson County,,2009,8.8,South
21992,NC,Sampson County,,2010,9.7,South
21993,NC,Sampson County,,2011,9.8,South
21994,NC,Sampson County,,2012,9.3,South
21995,NC,Sampson County,,2013,8.1,South
21996,NC,Sampson County,,2014,6.5,South
21997,NC,Sampson County,,2015,6.0,South
21998,NC,Sampson County,72548.0,2016,5.5,South
21999,NC,Sampson County,,2017,4.8,South
22000,NC,Scotland County,,2007,10.0,South
22001,NC,Scotland County,,2008,10.9,South
22002,NC,Scotland County,,2009,16.8,South
22003,NC,Scotland County,,2010,17.6,South
22004,NC,Scotland County,,2011,18.0,South
22005,NC,Scotland County,,2012,17.2,South
22006,NC,Scotland County,,2013,15.1,South
22007,NC,Scotland County,,2014,12.0,South
22008,NC,Scotland County,,2015,11.0,South
22009,NC,Scotland County,34717.0,2016,9.1,South
22010,NC,Scotland County,,2017,7.8,South
22011,NC,Stanly County,,2007,4.9,South
22012,NC,Stanly County,,2008,6.5,South
22013,NC,Stanly County,,2009,12.1,South
22014,NC,Stanly County,,2010,13.2,South
22015,NC,Stanly County,,2011,11.8,South
22016,NC,Stanly County,,2012,9.9,South
22017,NC,Stanly County,,2013,8.2,South
22018,NC,Stanly County,,2014,6.1,South
22019,NC,Stanly County,,2015,5.0,South
22020,NC,Stanly County,76173.0,2016,4.6,South
22021,NC,Stanly County,,2017,4.2,South
22022,NC,Stokes County,,2007,4.4,South
22023,NC,Stokes County,,2008,5.8,South
22024,NC,Stokes County,,2009,10.6,South
22025,NC,Stokes County,,2010,11.4,South
22026,NC,Stokes County,,2011,10.4,South
22027,NC,Stokes County,,2012,9.3,South
22028,NC,Stokes County,,2013,7.9,South
22029,NC,Stokes County,,2014,6.1,South
22030,NC,Stokes County,,2015,5.0,South
22031,NC,Stokes County,36285.0,2016,4.8,South
22032,NC,Stokes County,,2017,4.3,South
22033,NC,Surry County,,2007,5.3,South
22034,NC,Surry County,,2008,7.7,South
22035,NC,Surry County,,2009,12.4,South
22036,NC,Surry County,,2010,12.0,South
22037,NC,Surry County,,2011,10.8,South
22038,NC,Surry County,,2012,9.6,South
22039,NC,Surry County,,2013,8.3,South
22040,NC,Surry County,,2014,6.2,South
22041,NC,Surry County,,2015,5.0,South
22042,NC,Surry County,35367.0,2016,4.8,South
22043,NC,Surry County,,2017,4.3,South
22044,NC,Swain County,,2007,6.3,South
22045,NC,Swain County,,2008,7.8,South
22046,NC,Swain County,,2009,11.9,South
22047,NC,Swain County,,2010,14.7,South
22048,NC,Swain County,,2011,15.6,South
22049,NC,Swain County,,2012,14.7,South
22050,NC,Swain County,,2013,12.4,South
22051,NC,Swain County,,2014,9.0,South
22052,NC,Swain County,,2015,8.0,South
22053,NC,Swain County,44014.0,2016,6.1,South
22054,NC,Swain County,,2017,5.1,South
22055,NC,Transylvania County,,2007,3.7,South
22056,NC,Transylvania County,,2008,5.1,South
22057,NC,Transylvania County,,2009,9.3,South
22058,NC,Transylvania County,,2010,9.8,South
22059,NC,Transylvania County,,2011,9.4,South
22060,NC,Transylvania County,,2012,8.7,South
22061,NC,Transylvania County,,2013,7.4,South
22062,NC,Transylvania County,,2014,5.9,South
22063,NC,Transylvania County,,2015,5.0,South
22064,NC,Transylvania County,42421.0,2016,4.9,South
22065,NC,Transylvania County,,2017,4.4,South
22066,NC,Tyrrell County,,2007,5.6,South
22067,NC,Tyrrell County,,2008,7.0,South
22068,NC,Tyrrell County,,2009,10.8,South
22069,NC,Tyrrell County,,2010,14.8,South
22070,NC,Tyrrell County,,2011,14.9,South
22071,NC,Tyrrell County,,2012,13.6,South
22072,NC,Tyrrell County,,2013,12.9,South
22073,NC,Tyrrell County,,2014,10.0,South
22074,NC,Tyrrell County,,2015,10.0,South
22075,NC,Tyrrell County,41640.0,2016,8.4,South
22076,NC,Tyrrell County,,2017,7.6,South
22077,NC,Union County,,2007,3.9,South
22078,NC,Union County,,2008,5.5,South
22079,NC,Union County,,2009,10.0,South
22080,NC,Union County,,2010,10.0,South
22081,NC,Union County,,2011,9.1,South
22082,NC,Union County,,2012,7.9,South
22083,NC,Union County,,2013,6.6,South
22084,NC,Union County,,2014,5.3,South
22085,NC,Union County,,2015,5.0,South
22086,NC,Union County,41352.0,2016,4.4,South
22087,NC,Union County,,2017,4.0,South
22088,NC,Vance County,,2007,6.6,South
22089,NC,Vance County,,2008,8.8,South
22090,NC,Vance County,,2009,13.7,South
22091,NC,Vance County,,2010,14.1,South
22092,NC,Vance County,,2011,14.9,South
22093,NC,Vance County,,2012,13.5,South
22094,NC,Vance County,,2013,11.5,South
22095,NC,Vance County,,2014,9.3,South
22096,NC,Vance County,,2015,9.0,South
22097,NC,Vance County,46276.0,2016,7.2,South
22098,NC,Vance County,,2017,6.3,South
22099,NC,Wake County,,2007,3.5,South
